Unnamed: 0,From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,BP,Xylene,AT,RF,TOT-RF,aqi
0,01-01-2021 00:00,01-01-2021 00:15,147.26,175.93,16.23,61.72,45.3,79.76,4.68,1.38,13.0,0.0,0.0,,,94.14,0.46,187.53,,953.2,0.0,21.84,0.0,0.0,357.0
1,01-01-2021 00:15,01-01-2021 00:30,145.37,173.96,16.88,61.5,45.75,79.01,18.49,1.38,15.0,0.0,0.0,,,94.99,0.47,224.11,,953.2,0.0,21.84,0.0,0.0,357.0
2,01-01-2021 00:30,01-01-2021 00:45,156.71,186.12,22.71,62.99,51.15,84.96,17.62,1.27,10.0,0.0,0.0,,,93.88,0.46,212.47,,953.2,0.0,22.01,0.0,0.0,357.0
3,01-01-2021 00:45,01-01-2021 01:00,171.18,205.41,16.55,59.13,44.19,77.83,18.14,1.23,12.0,0.0,0.0,,,93.38,0.27,216.65,,954.2,0.0,21.99,0.0,0.0,357.0
4,01-01-2021 01:00,01-01-2021 01:15,183.17,219.31,20.39,59.87,47.66,81.63,18.69,1.24,14.0,0.0,0.0,,,92.44,0.17,103.12,,954.9,0.0,22.04,0.0,0.0,357.0
5,01-01-2021 01:15,01-01-2021 01:30,208.08,247.18,23.21,58.7,49.3,82.07,19.48,1.26,12.0,0.0,0.0,,,92.69,0.29,81.38,,958.8,0.0,22.0,0.0,0.0,357.0
6,01-01-2021 01:30,01-01-2021 01:45,223.56,262.69,23.3,57.12,48.59,81.47,17.41,1.27,12.0,0.0,0.0,,,92.2,0.05,106.36,,953.6,0.0,22.07,0.0,0.0,357.0
7,01-01-2021 01:45,01-01-2021 02:00,227.84,264.75,20.2,57.38,46.12,79.16,17.37,1.26,11.0,0.0,0.0,,,92.59,0.27,110.95,,953.6,0.0,21.92,0.0,0.0,357.0
8,01-01-2021 02:00,01-01-2021 02:15,230.18,265.82,15.7,60.54,44.24,77.08,18.53,1.25,17.0,0.0,0.0,,,93.64,0.39,126.55,,953.6,0.0,21.78,0.0,0.0,357.0
9,01-01-2021 02:15,01-01-2021 02:30,225.71,257.85,20.0,56.27,45.48,77.68,21.68,1.26,14.0,0.0,0.0,,,96.17,0.42,132.71,,953.6,0.0,21.43,0.0,0.0,357.0
10,01-01-2021 02:30,01-01-2021 02:45,223.67,255.13,42.04,50.73,60.22,90.25,25.14,1.23,13.0,0.0,0.0,,,96.41,0.29,94.28,,953.6,0.0,21.37,0.0,0.0,357.0
11,01-01-2021 02:45,01-01-2021 03:00,228.52,260.47,43.56,52.2,62.25,93.26,22.71,1.26,11.0,0.0,0.0,,,96.09,0.28,97.47,,963.3,0.0,21.33,0.0,0.0,357.0
12,01-01-2021 03:00,01-01-2021 03:15,237.79,269.79,38.69,54.83,59.65,89.82,5.7,1.27,10.0,0.0,0.0,,,95.63,0.19,148.62,,982.7,0.0,21.35,0.0,0.0,357.0
13,01-01-2021 03:15,01-01-2021 03:30,240.13,272.58,41.01,57.32,62.79,93.16,25.11,1.28,10.0,0.0,0.0,,,95.21,0.43,90.2,,982.7,0.0,21.38,0.0,0.0,357.0
14,01-01-2021 03:30,01-01-2021 03:45,235.51,267.35,32.49,59.42,57.11,87.84,20.03,1.2,13.0,0.0,0.0,,,94.46,0.21,174.86,,982.7,0.0,21.41,0.0,0.0,357.0
15,01-01-2021 03:45,01-01-2021 04:00,219.76,249.76,35.68,63.54,61.73,91.64,19.26,1.2,12.0,0.0,0.0,,,96.05,0.42,174.9,,982.8,0.0,21.26,0.0,0.0,357.0
16,01-01-2021 04:00,01-01-2021 04:15,204.5,232.56,32.68,55.45,55.31,86.35,16.66,1.24,12.0,0.0,0.0,,,98.26,0.47,152.62,,982.7,0.0,21.2,0.0,0.0,357.0
17,01-01-2021 04:15,01-01-2021 04:30,204.75,231.99,35.89,67.0,63.85,92.25,15.99,1.26,12.0,0.0,0.0,,,99.51,0.49,192.1,,982.7,0.0,20.91,0.0,0.0,357.0
18,01-01-2021 04:30,01-01-2021 04:45,204.78,232.43,31.41,58.23,55.64,85.16,15.11,1.23,14.0,0.0,0.0,,,99.52,0.48,188.31,,982.7,0.0,20.98,0.0,0.0,357.0
19,01-01-2021 04:45,01-01-2021 05:00,215.46,245.5,56.62,59.57,76.3,104.52,18.54,1.25,12.0,0.0,0.0,,,98.76,0.23,98.69,,982.7,0.0,20.9,0.0,0.0,357.0
20,01-01-2021 05:00,01-01-2021 05:15,231.57,263.35,54.46,59.24,74.56,102.2,18.44,1.28,11.0,0.0,0.0,,,91.71,0.42,78.62,,982.7,0.0,21.44,0.0,0.0,357.0
21,01-01-2021 05:15,01-01-2021 05:30,243.19,277.96,49.03,57.02,68.96,97.1,14.38,1.28,13.0,0.0,0.0,,,90.19,0.41,124.89,,982.7,0.0,21.43,0.0,0.0,357.0
22,01-01-2021 05:30,01-01-2021 05:45,248.96,286.47,31.62,70.84,62.42,91.55,13.71,1.28,12.0,0.0,0.0,,,95.59,0.48,164.18,,982.7,0.0,21.03,0.0,0.0,357.0
23,01-01-2021 05:45,01-01-2021 06:00,262.29,300.36,52.62,63.39,75.39,103.1,14.09,1.27,10.0,0.0,0.0,,,94.3,0.22,98.4,,982.7,0.0,20.9,0.0,0.0,357.0
24,01-01-2021 06:00,01-01-2021 06:15,265.12,304.08,27.68,71.55,59.58,91.07,4.34,1.26,10.0,0.0,0.0,,,92.13,0.43,171.5,,982.7,0.0,21.08,0.0,0.0,357.0
25,01-01-2021 06:15,01-01-2021 06:30,258.48,297.06,26.05,75.41,60.32,91.07,12.5,1.28,11.0,0.0,0.0,,,94.57,0.46,195.32,,982.7,0.0,20.64,0.0,0.0,357.0
26,01-01-2021 06:30,01-01-2021 06:45,234.74,269.26,22.14,70.92,54.87,85.28,7.47,1.27,11.0,0.0,0.0,,,96.58,0.44,190.25,,982.7,0.0,20.42,0.0,0.0,357.0
27,01-01-2021 06:45,01-01-2021 07:00,225.72,259.76,32.16,72.19,63.42,91.54,8.0,1.25,9.0,0.0,0.0,,,90.61,0.43,94.55,,982.7,0.0,21.07,0.0,0.0,357.0
28,01-01-2021 07:00,01-01-2021 07:15,214.66,248.03,32.53,69.98,62.64,92.23,7.08,1.26,9.0,0.0,0.0,,,87.58,0.4,146.52,,982.7,0.0,21.31,0.0,0.0,357.0
29,01-01-2021 07:15,01-01-2021 07:30,211.91,245.36,22.09,70.77,54.72,83.86,5.92,1.26,11.0,0.0,0.0,,,91.99,0.3,160.18,,982.7,0.0,20.74,0.0,0.0,357.0
30,01-01-2021 07:30,01-01-2021 07:45,236.31,274.03,22.03,67.92,53.14,82.86,6.17,1.22,9.0,0.0,0.0,,,91.98,0.42,137.75,,982.7,0.0,20.83,0.0,0.0,357.0
31,01-01-2021 07:45,01-01-2021 08:00,271.74,314.81,35.85,64.34,62.41,89.87,5.54,1.22,8.0,0.0,0.0,,,87.78,0.38,113.66,,982.7,0.0,21.43,0.0,0.0,357.0
32,01-01-2021 08:00,01-01-2021 08:15,309.96,357.49,33.79,76.25,66.98,93.65,4.14,1.2,7.0,0.0,0.0,,,83.16,0.42,100.1,,982.7,0.0,22.15,0.0,0.0,357.0
33,01-01-2021 08:15,01-01-2021 08:30,321.3,368.81,47.12,75.18,77.09,100.94,5.36,1.2,6.0,0.0,0.0,,,80.63,0.41,88.03,,982.7,0.0,22.7,0.0,0.0,357.0
34,01-01-2021 08:30,01-01-2021 08:45,317.96,363.7,40.37,74.6,71.36,96.64,6.41,1.19,5.0,0.0,0.0,,,78.27,0.44,97.7,,982.7,0.0,23.25,0.0,0.0,357.0
35,01-01-2021 08:45,01-01-2021 09:00,302.46,344.27,32.7,76.58,66.23,89.63,5.36,1.17,4.0,0.0,0.0,,,76.16,0.42,92.11,,982.7,0.0,23.62,0.0,0.0,357.0
36,01-01-2021 09:00,01-01-2021 09:15,261.47,299.23,23.53,79.15,60.22,85.36,2.86,1.17,4.0,0.0,0.0,,,74.36,0.44,94.01,,982.7,0.0,24.14,0.0,0.0,357.0
37,01-01-2021 09:15,01-01-2021 09:30,240.48,276.33,32.6,75.45,65.51,90.49,13.01,1.13,7.0,0.0,0.0,,,73.82,0.43,89.4,,982.7,0.0,24.34,0.0,0.0,357.0
38,01-01-2021 09:30,01-01-2021 09:45,217.63,252.47,29.36,72.68,61.45,85.77,10.6,1.07,8.0,0.0,0.0,,,71.91,0.55,86.19,,982.7,0.0,24.64,0.0,0.0,357.0
39,01-01-2021 09:45,01-01-2021 10:00,200.93,234.73,29.71,68.18,59.53,82.87,11.52,1.02,7.0,0.0,0.0,,,69.89,0.47,89.09,,982.7,0.0,25.13,0.0,0.0,357.0
40,01-01-2021 10:00,01-01-2021 10:15,189.53,224.12,27.61,67.59,57.34,79.18,12.01,1.01,7.0,0.0,0.0,,,68.12,0.48,89.28,,982.7,0.0,25.61,0.0,0.0,357.0
41,01-01-2021 10:15,01-01-2021 10:30,185.16,218.27,29.46,75.69,63.1,84.36,9.97,0.94,7.0,0.0,0.0,,,66.59,0.41,83.66,,982.8,0.0,26.17,0.0,0.0,357.0
42,01-01-2021 10:30,01-01-2021 10:45,179.45,212.5,19.68,75.19,55.1,78.43,8.86,0.88,8.0,0.0,0.0,,,65.18,0.43,101.52,,982.7,0.0,26.73,0.0,0.0,357.0
43,01-01-2021 10:45,01-01-2021 11:00,177.62,211.21,25.83,77.06,60.87,82.43,8.61,0.86,5.0,0.0,0.0,,,61.32,0.3,76.6,,982.8,0.0,27.7,0.0,0.0,357.0
44,01-01-2021 11:00,01-01-2021 11:15,176.39,212.17,25.35,74.83,59.4,81.97,7.82,0.86,6.0,0.0,0.0,,,59.68,0.37,39.17,,982.8,0.0,27.93,0.0,0.0,357.0
45,01-01-2021 11:15,01-01-2021 11:30,189.84,228.37,28.62,80.8,65.37,86.43,10.08,0.86,11.0,0.0,0.0,,,59.95,0.4,79.95,,982.8,0.0,28.2,0.0,0.0,357.0
46,01-01-2021 11:30,01-01-2021 11:45,221.14,264.3,20.5,79.22,57.86,81.77,7.38,0.85,17.0,0.0,0.0,,,58.44,0.17,139.03,,982.8,0.0,29.15,0.0,0.0,357.0
47,01-01-2021 11:45,01-01-2021 12:00,239.84,288.19,12.7,77.76,50.86,74.0,6.94,0.83,16.0,0.0,0.0,,,56.25,0.29,101.88,,982.8,0.0,29.77,0.0,0.0,357.0
48,01-01-2021 12:00,01-01-2021 12:15,250.3,297.85,11.61,73.6,47.8,70.2,3.29,0.86,21.0,0.0,0.0,,,54.38,0.33,169.05,,982.8,0.0,30.08,0.0,0.0,357.0
49,01-01-2021 12:15,01-01-2021 12:30,239.73,285.73,5.17,65.24,38.29,62.11,6.16,0.83,25.0,0.0,0.0,,,51.45,0.22,223.05,,982.8,0.0,30.42,0.0,0.0,357.0
50,01-01-2021 12:30,01-01-2021 12:45,198.59,239.46,3.97,59.92,34.54,58.7,5.3,0.74,23.0,0.0,0.0,,,51.51,0.21,209.4,,982.9,0.0,30.51,0.0,0.0,357.0
51,01-01-2021 12:45,01-01-2021 13:00,146.73,181.37,4.21,55.2,31.82,54.21,1.93,0.72,33.0,0.0,0.0,,,52.24,0.26,225.49,,982.9,0.0,30.57,0.0,0.0,357.0
52,01-01-2021 13:00,01-01-2021 13:15,119.75,149.28,4.26,54.03,31.64,53.66,2.75,0.69,40.0,0.0,0.0,,,53.37,0.3,210.14,,982.4,0.0,30.6,0.0,0.0,357.0
53,01-01-2021 13:15,01-01-2021 13:30,128.52,160.15,1.26,54.11,29.33,51.61,2.53,0.64,38.0,0.0,0.0,,,55.95,0.46,229.71,,982.6,0.0,30.22,0.0,0.0,357.0
54,01-01-2021 13:30,01-01-2021 13:45,163.88,201.86,0.76,55.22,29.52,51.73,1.86,0.6,41.0,0.0,0.0,,,55.18,0.44,226.14,,983.3,0.0,30.23,0.0,0.0,357.0
55,01-01-2021 13:45,01-01-2021 14:00,193.73,234.07,1.33,54.71,29.71,53.04,1.53,0.57,54.0,0.0,0.0,,,56.05,0.61,241.51,,972.6,0.0,29.85,0.0,0.0,357.0
56,01-01-2021 14:00,01-01-2021 14:15,214.22,256.27,2.29,54.25,30.23,53.41,2.02,0.51,64.0,0.0,0.0,,,58.08,0.37,210.32,,983.2,0.0,29.74,0.0,0.0,357.0
57,01-01-2021 14:15,01-01-2021 14:30,209.59,252.07,1.93,51.31,28.41,52.0,2.74,0.47,54.0,0.0,0.0,,,59.32,0.74,226.93,,983.2,0.0,28.89,0.0,0.0,357.0
58,01-01-2021 14:30,01-01-2021 14:45,190.47,228.69,2.08,53.34,29.59,52.52,2.22,0.46,43.0,0.0,0.0,,,61.0,0.95,229.43,,983.2,0.0,28.68,0.0,0.0,357.0
59,01-01-2021 14:45,01-01-2021 15:00,173.7,211.26,1.94,54.69,30.19,53.95,3.03,0.41,44.0,0.0,0.0,,,58.93,1.37,241.67,,983.2,0.0,28.56,0.0,0.0,357.0
60,01-01-2021 15:00,01-01-2021 15:15,159.29,194.85,1.0,54.54,29.36,54.51,3.08,0.36,58.0,0.0,0.0,,,61.86,0.73,230.78,,969.9,0.0,28.09,0.0,0.0,357.0
61,01-01-2021 15:15,01-01-2021 15:30,152.47,187.23,0.06,56.36,29.33,55.31,8.6,0.34,68.0,0.0,0.0,,,64.84,0.4,219.37,,953.2,0.0,27.71,0.0,0.0,357.0
62,01-01-2021 15:30,01-01-2021 15:45,141.74,173.49,0.1,53.92,27.65,54.68,4.88,0.32,64.0,0.0,0.0,,,65.21,0.63,232.17,,953.2,0.0,27.55,0.0,0.0,357.0
63,01-01-2021 15:45,01-01-2021 16:00,128.53,156.78,1.72,51.7,28.45,55.75,4.68,0.3,75.0,0.0,0.0,1.85,,69.74,0.61,241.68,,953.2,0.0,26.89,0.0,0.0,357.0
64,01-01-2021 16:00,01-01-2021 16:15,117.25,145.44,1.79,50.76,28.01,56.34,3.88,0.31,57.0,0.0,0.0,1.62,,69.28,0.82,242.8,,953.2,0.0,26.83,0.0,0.0,357.0
65,01-01-2021 16:15,01-01-2021 16:30,114.47,143.9,1.29,51.9,27.92,55.22,4.31,0.31,44.0,0.0,0.0,,,70.68,1.2,237.66,,953.2,0.0,26.65,0.0,0.0,357.0
66,01-01-2021 16:30,01-01-2021 16:45,119.68,148.99,4.61,55.87,32.95,63.69,3.09,0.32,46.0,0.0,0.0,,,72.63,0.56,257.37,,953.2,0.0,26.69,0.0,0.0,357.0
67,01-01-2021 16:45,01-01-2021 17:00,128.86,159.72,5.87,59.48,35.84,66.8,5.37,0.37,38.0,0.0,0.0,,,73.86,0.47,260.45,,953.2,0.0,26.64,0.0,0.0,357.0
68,01-01-2021 17:00,01-01-2021 17:15,137.11,168.49,8.01,59.43,37.53,67.14,2.8,0.42,36.0,0.0,0.0,,,75.92,0.37,269.0,,953.2,0.0,26.35,0.0,0.0,357.0
69,01-01-2021 17:15,01-01-2021 17:30,137.76,166.31,9.19,63.96,40.77,71.93,5.36,0.38,29.0,1.3,5.58,1.26,1.79,76.67,0.34,257.73,,953.2,1.26,26.36,0.0,0.0,357.0
70,01-01-2021 17:30,01-01-2021 17:45,137.76,167.91,4.23,63.6,36.73,67.69,2.27,0.36,41.0,3.01,12.92,3.0,3.93,77.34,0.48,252.48,,953.2,3.0,26.06,0.0,0.0,357.0
71,01-01-2021 17:45,01-01-2021 18:00,133.09,161.0,26.49,65.17,55.22,86.69,3.95,0.4,21.0,3.08,13.03,3.04,3.97,80.11,0.14,256.91,,953.2,2.99,26.03,0.0,0.0,357.0
72,01-01-2021 18:00,01-01-2021 18:15,135.24,161.43,25.69,75.46,60.15,91.59,3.43,0.46,19.0,2.87,13.2,2.95,3.87,83.99,0.17,271.77,,953.2,3.02,25.71,0.0,0.0,357.0
73,01-01-2021 18:15,01-01-2021 18:30,141.79,168.12,36.77,77.62,70.34,97.87,12.44,0.48,14.0,3.04,13.4,2.92,3.98,84.51,0.11,320.28,,953.2,3.06,25.48,0.0,0.0,357.0
74,01-01-2021 18:30,01-01-2021 18:45,154.38,181.01,31.75,80.18,67.3,95.06,11.57,0.59,18.0,2.94,13.12,3.01,3.98,83.86,0.33,340.75,,953.2,3.07,25.3,0.0,0.0,357.0
75,01-01-2021 18:45,01-01-2021 19:00,160.95,186.49,21.0,75.6,56.23,86.98,11.49,0.67,18.0,2.86,13.09,2.95,3.99,84.25,0.16,333.75,,953.2,3.01,25.06,0.0,0.0,357.0
76,01-01-2021 19:00,01-01-2021 19:15,163.9,190.64,31.55,76.73,65.33,95.84,11.1,0.68,16.0,3.08,12.96,3.05,4.03,83.76,0.21,315.25,,953.2,3.01,24.97,0.0,0.0,357.0
77,01-01-2021 19:15,01-01-2021 19:30,158.41,185.82,23.29,82.89,62.22,93.16,9.21,0.67,20.0,3.02,13.1,2.99,3.98,82.43,0.39,346.95,,953.2,3.03,24.83,0.0,0.0,357.0
78,01-01-2021 19:30,01-01-2021 19:45,150.02,175.92,14.81,77.46,52.38,84.87,7.87,0.66,25.0,2.92,13.31,3.02,4.07,81.68,0.4,323.47,,953.2,2.97,24.62,0.0,0.0,357.0
79,01-01-2021 19:45,01-01-2021 20:00,144.74,171.28,23.73,76.68,59.04,90.99,8.38,0.67,14.0,3.05,12.96,3.02,4.02,81.35,0.23,344.22,,953.2,2.97,24.71,0.0,0.0,357.0
80,01-01-2021 20:00,01-01-2021 20:15,145.11,173.43,27.17,84.06,65.64,97.51,8.87,0.71,13.0,3.13,13.31,2.99,3.99,80.43,0.17,299.14,,953.2,3.03,24.76,0.0,0.0,357.0
81,01-01-2021 20:15,01-01-2021 20:30,150.52,179.73,51.72,79.71,83.25,111.85,11.46,0.75,8.0,2.96,12.86,3.01,4.06,79.91,0.17,344.93,,953.2,3.03,24.81,0.0,0.0,357.0
82,01-01-2021 20:30,01-01-2021 20:45,158.08,188.75,23.4,79.96,60.59,90.94,10.58,0.75,11.0,2.91,12.99,3.03,4.01,79.63,0.17,329.33,,953.2,2.95,24.66,0.0,0.0,357.0
83,01-01-2021 20:45,01-01-2021 21:00,171.94,204.37,37.02,81.14,72.19,100.16,10.02,0.82,15.0,2.95,13.46,3.0,3.95,79.52,0.3,286.02,,953.2,2.99,24.56,0.0,0.0,357.0
84,01-01-2021 21:00,01-01-2021 21:15,181.56,215.2,20.2,82.08,59.21,90.61,4.1,0.84,12.0,3.07,13.35,2.96,3.94,79.51,0.23,303.01,,953.2,3.01,24.56,0.0,0.0,357.0
85,01-01-2021 21:15,01-01-2021 21:30,186.38,219.33,54.14,85.86,88.18,114.94,13.24,0.89,9.0,2.93,12.84,3.01,3.9,79.22,0.19,125.61,,953.2,3.02,24.68,0.0,0.0,357.0
86,01-01-2021 21:30,01-01-2021 21:45,192.86,225.27,64.98,80.84,94.35,121.11,13.34,0.9,8.0,3.11,12.82,2.96,3.94,79.26,0.36,93.08,,953.2,2.98,24.69,0.0,0.0,357.0
87,01-01-2021 21:45,01-01-2021 22:00,193.8,225.56,19.52,75.29,55.04,86.19,9.59,0.92,15.0,3.14,13.0,3.03,3.97,83.31,0.45,173.96,,953.2,3.0,23.99,0.0,0.0,357.0
88,01-01-2021 22:00,01-01-2021 22:15,189.28,219.73,25.21,63.7,53.46,86.94,9.44,0.94,13.0,3.03,12.57,2.96,3.99,86.45,0.41,145.22,,953.2,3.01,23.58,0.0,0.0,357.0
89,01-01-2021 22:15,01-01-2021 22:30,185.1,214.34,46.89,59.98,68.64,101.18,10.28,0.95,13.0,2.86,12.74,3.04,3.94,84.22,0.27,106.21,,953.2,2.98,23.84,0.0,0.0,357.0
90,01-01-2021 22:30,01-01-2021 22:45,187.25,215.13,54.28,69.47,79.52,108.41,10.6,0.97,11.0,3.02,12.97,2.95,3.94,81.45,0.33,89.6,,953.2,2.96,24.28,0.0,0.0,357.0
91,01-01-2021 22:45,01-01-2021 23:00,185.56,213.71,39.25,68.16,67.01,95.73,8.67,1.0,13.0,3.05,13.16,2.97,3.89,82.22,0.37,94.77,,953.2,2.98,24.13,0.0,0.0,357.0
92,01-01-2021 23:00,01-01-2021 23:15,189.84,218.1,66.14,62.71,85.77,111.57,13.93,1.03,12.0,3.08,13.05,3.03,3.93,80.36,0.29,82.56,,953.2,3.06,24.4,0.0,0.0,357.0
93,01-01-2021 23:15,01-01-2021 23:30,196.99,225.41,60.92,72.25,86.61,112.76,15.51,1.07,10.0,3.02,13.13,3.04,3.95,79.38,0.25,228.04,,953.2,3.06,24.53,0.0,0.0,357.0
94,01-01-2021 23:30,01-01-2021 23:45,193.1,222.31,34.78,73.84,66.43,95.11,14.49,1.1,9.0,3.15,13.07,3.02,4.0,80.93,0.28,235.08,,953.2,3.02,24.36,0.0,0.0,357.0
95,01-01-2021 23:45,01-02-2021 00:00,,,,,,,,,,,,,,,,,,,,,,0.0,357.0
2976,02-01-2021 00:00,02-01-2021 00:15,85.93,164.54,,,,,2.7,0.0,2.0,2.5,0.0,,,76.93,0.12,53.31,,953.6,408.54,21.54,0.0,0.0,243.0
2977,02-01-2021 00:15,02-01-2021 00:30,80.95,153.95,,,,,2.52,0.05,2.0,10.05,0.0,34.59,,77.66,0.27,71.25,,953.6,0.0,21.8,0.0,0.0,243.0
2978,02-01-2021 00:30,02-01-2021 00:45,73.84,140.42,,,,,1.49,0.0,2.0,22.22,0.0,72.9,,81.41,0.24,128.33,,969.5,0.0,21.21,0.0,0.0,243.0
2979,02-01-2021 00:45,02-01-2021 01:00,73.68,139.95,,,,,1.02,0.0,2.0,2.27,0.0,32.18,,82.34,0.25,179.57,,982.8,20.18,20.72,0.0,0.0,243.0
2980,02-01-2021 01:00,02-01-2021 01:15,77.32,146.75,,,,,1.29,0.0,1.0,153.48,0.0,98.18,,80.21,0.43,20.03,,982.1,42.45,21.56,0.0,0.0,243.0
2981,02-01-2021 01:15,02-01-2021 01:30,83.11,157.5,,,,,0.98,0.0,2.0,330.0,8.62,116.26,,79.27,0.46,357.62,,982.8,36.39,21.54,0.0,0.0,243.0
2982,02-01-2021 01:30,02-01-2021 01:45,85.53,163.12,,,,,1.31,0.0,1.0,15.07,18.13,107.0,,76.21,0.42,356.81,,982.8,76.54,21.61,0.0,0.0,243.0
2983,02-01-2021 01:45,02-01-2021 02:00,89.84,170.92,,,,,1.2,0.0,2.0,21.14,0.0,,,74.92,0.25,20.73,,982.8,0.0,21.52,0.0,0.0,243.0
2984,02-01-2021 02:00,02-01-2021 02:15,92.71,176.77,,,,,0.75,0.0,2.0,44.47,0.0,,,78.4,0.32,53.27,,982.8,0.0,20.93,0.0,0.0,243.0
2985,02-01-2021 02:15,02-01-2021 02:30,98.57,188.38,,,,,1.45,0.0,3.0,9.59,57.45,43.6,,75.41,0.43,29.66,,982.8,0.0,21.16,0.0,0.0,243.0
2986,02-01-2021 02:30,02-01-2021 02:45,101.24,193.1,,,,,0.68,0.0,3.0,20.17,120.84,91.71,,75.63,0.43,18.8,,982.8,0.0,21.09,0.0,0.0,243.0
2987,02-01-2021 02:45,02-01-2021 03:00,106.06,202.64,,,,,0.74,0.0,1.0,1.19,62.98,17.07,,73.42,0.46,43.18,,982.8,24.81,21.16,0.0,0.0,243.0
2988,02-01-2021 03:00,02-01-2021 03:15,107.2,205.04,,,,,2.6,0.0,1.0,2.65,132.47,36.04,142.87,70.94,0.42,71.78,,982.8,86.01,21.28,0.0,0.0,243.0
2989,02-01-2021 03:15,02-01-2021 03:30,103.48,199.18,,,,,0.84,0.0,1.0,24.81,0.0,0.29,300.52,77.53,0.45,199.92,,982.8,71.15,20.62,0.0,0.0,243.0
2990,02-01-2021 03:30,02-01-2021 03:45,104.48,202.77,,,,,0.76,0.0,1.0,51.61,0.0,16.45,,73.23,0.22,140.8,,982.8,0.0,20.54,0.0,0.0,243.0
2991,02-01-2021 03:45,02-01-2021 04:00,109.92,214.25,,,,,0.19,0.0,1.0,1.73,0.0,57.53,,68.8,0.42,37.52,,982.8,0.0,21.08,0.0,0.0,243.0
2992,02-01-2021 04:00,02-01-2021 04:15,108.71,212.26,,,,,0.49,0.0,1.0,3.19,0.0,51.57,,62.57,0.4,57.0,,982.8,0.0,21.5,0.0,0.0,243.0
2993,02-01-2021 04:15,02-01-2021 04:30,106.55,207.95,,,,,0.48,0.0,1.0,11.26,0.0,7.09,,68.2,0.41,240.28,,982.8,12.6,20.89,0.0,0.0,243.0
2994,02-01-2021 04:30,02-01-2021 04:45,107.89,209.94,,,,,0.62,0.0,2.0,23.68,0.0,,,71.9,0.41,124.25,,982.8,56.8,20.53,0.0,0.0,243.0
2995,02-01-2021 04:45,02-01-2021 05:00,107.87,208.09,,,,,0.21,0.0,2.0,0.0,0.0,,,76.28,0.45,215.91,,982.8,92.82,20.09,0.0,0.0,243.0
2996,02-01-2021 05:00,02-01-2021 05:15,103.57,198.81,,,,,0.36,0.0,3.0,0.0,0.0,,,73.51,0.41,167.7,,982.8,61.12,20.0,0.0,0.0,243.0
2997,02-01-2021 05:15,02-01-2021 05:30,106.83,204.69,,,,,0.11,0.0,2.0,0.0,0.0,,,73.82,0.28,205.67,,982.8,0.0,20.14,0.0,0.0,243.0
2998,02-01-2021 05:30,02-01-2021 05:45,110.96,211.22,,,,,0.78,0.0,1.0,1.46,0.0,29.99,,69.79,0.33,49.73,,982.8,0.0,20.69,0.0,0.0,243.0
2999,02-01-2021 05:45,02-01-2021 06:00,106.73,201.84,,,,,0.2,0.0,3.0,48.61,0.0,63.09,,66.62,0.34,132.11,,982.8,0.0,20.78,0.0,0.0,243.0
3000,02-01-2021 06:00,02-01-2021 06:15,104.94,197.75,,,,,3.5,0.0,3.0,95.79,0.0,,,70.07,0.49,156.78,,982.8,0.0,20.4,0.0,0.0,243.0
3001,02-01-2021 06:15,02-01-2021 06:30,102.65,193.67,,,,,3.54,0.0,2.0,0.0,97.68,,0.01,72.57,0.49,156.78,,982.8,68.08,20.05,0.0,0.0,243.0
3002,02-01-2021 06:30,02-01-2021 06:45,101.06,191.14,,,,,2.81,0.21,3.0,20.35,205.47,,0.01,71.13,0.23,113.9,,982.8,143.2,20.37,0.0,0.0,243.0
3003,02-01-2021 06:45,02-01-2021 07:00,101.1,192.66,,,,,2.81,0.0,2.0,42.82,0.0,,,73.22,0.4,162.51,,982.8,17.5,20.24,0.0,0.0,243.0
3004,02-01-2021 07:00,02-01-2021 07:15,97.13,187.82,,,,,2.53,0.05,4.0,0.0,6.42,,,69.6,0.29,35.53,,982.8,36.82,20.49,0.0,0.0,243.0
3005,02-01-2021 07:15,02-01-2021 07:30,98.23,190.52,,,,,1.97,0.0,5.0,0.0,13.51,,,61.59,0.32,88.1,,982.8,0.0,21.55,0.0,0.0,243.0
3006,02-01-2021 07:30,02-01-2021 07:45,101.8,197.02,,,,,2.54,0.0,5.0,0.03,0.0,,8.44,60.98,0.4,63.21,,982.8,0.0,21.68,0.0,0.0,243.0
3007,02-01-2021 07:45,02-01-2021 08:00,109.43,211.19,,,,,3.07,0.12,5.0,1.87,0.0,49.15,17.76,58.99,0.38,69.69,,982.8,0.0,22.04,0.0,0.0,243.0
3008,02-01-2021 08:00,02-01-2021 08:15,124.15,239.6,,,,,2.63,0.25,5.0,3.81,0.0,103.39,,56.54,0.44,50.28,,982.8,0.0,22.56,0.0,0.0,243.0
3009,02-01-2021 08:15,02-01-2021 08:30,138.89,266.32,,,,,3.08,0.12,5.0,19.09,0.84,,,55.69,0.39,94.83,,982.8,0.0,22.96,0.0,0.0,243.0
3010,02-01-2021 08:30,02-01-2021 08:45,148.26,284.1,,,,,2.9,0.21,4.0,54.61,1.77,17.69,,54.8,0.38,79.47,,982.8,0.0,23.31,0.0,0.0,243.0
